"drug_name","drugid","ind_name","ind_id","NCT","status","phase","DetailedStatus"
"calcium acetate","DB00258","Cardiac Arrest","C0018790",NA,"Approved",NA,NA
"calcium acetate","DB00258","Hyperkalemia","C0020461",NA,"Approved",NA,NA
"calcium acetate","DB00258","Hypocalcemic tetany","C0151940",NA,"Approved",NA,NA
"magnesium carbonate","DB09481","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"magnesium carbonate","DB09481","Hypomagnesemia","C0151723",NA,"Approved",NA,NA
"magnesium carbonate","DB09481","Heartburn","C0018834",NA,"Approved",NA,NA
"magnesium carbonate","DB09481","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"magnesium carbonate","DB09481","Incomplete passage of stool","C0426639",NA,"Approved",NA,NA
"magnesium carbonate","DB09481","Dyspepsia","C0013395",NA,"Approved",NA,NA
"magnesium carbonate","DB09481","Constipation","C0009806",NA,"Approved",NA,NA
"doconexent","DB03756","Breastfeeding (mother)","C1623040",NA,"Approved",NA,NA
"bunazosin","DB12230","Essential Hypertension","C0085580",NA,"Approved",NA,NA
"magnesium sulfate","DB00653","Eclampsia in pregnancy","C0156677",NA,"Approved",NA,NA
"magnesium sulfate","DB00653","Hypomagnesemia","C0151723",NA,"Approved",NA,NA
"magnesium sulfate","DB00653","Mild pre-eclampsia","C0269658",NA,"Approved",NA,NA
"magnesium sulfate","DB00653","Severe pre-eclampsia","C0341950",NA,"Approved",NA,NA
"magnesium sulfate","DB00653","Incomplete passage of stool","C0426639",NA,"Approved",NA,NA
"magnesium sulfate","DB00653","Constipation","C0009806",NA,"Approved",NA,NA
"magnesium oxide","DB01377","Incomplete passage of stool","C0426639",NA,"Approved",NA,NA
"magnesium oxide","DB01377","Hypocalcemia","C0020598",NA,"Approved",NA,NA
"magnesium oxide","DB01377","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"magnesium oxide","DB01377","Constipation","C0009806",NA,"Approved",NA,NA
"magnesium oxide","DB01377","Osteoporosis","C0029456",NA,"Approved",NA,NA
"magnesium oxide","DB01377","Dyspepsia","C0013395",NA,"Approved",NA,NA
"magnesium oxide","DB01377","Hypomagnesemia","C0151723",NA,"Approved",NA,NA
"potassium iodide","DB06715","Coughing","C0010200",NA,"Approved",NA,NA
"potassium iodide","DB06715","Common Cold","C0009443",NA,"Approved",NA,NA
"potassium iodide","DB06715","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"potassium iodide","DB06715","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"potassium iodide","DB06715","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"apixaban","DB06605","Arterial embolus and thrombosis","C0155749",NA,"Approved",NA,NA
"cobicistat","DB09065","HIV Infections","C0019693",NA,"Approved",NA,NA
"aceclofenac","DB06736","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"aceclofenac","DB06736","Ankylosing spondylitis","C0038013",NA,"Approved",NA,NA
"aceclofenac","DB06736","Degenerative polyarthritis","C0029408",NA,"Approved",NA,NA
"aceclofenac","DB06736","Periarthritis of shoulder","C1306835",NA,"Approved",NA,NA
"aceclofenac","DB06736","Back Pain","C0004604",NA,"Approved",NA,NA
"elvitegravir","DB09101","HIV Infections","C0019693",NA,"Approved",NA,NA
"glycopyrronium bromide","DB00986","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"glycopyrronium bromide","DB00986","Sialorrhea","C0037036",NA,"Approved",NA,NA
"glycopyrronium bromide","DB00986","Chronic Obstructive Airway Disease","C0024117",NA,"Approved",NA,NA
"dapagliflozin","DB06292","Diabetes Mellitus, Non-Insulin-Dependent","C0011860",NA,"Approved",NA,NA
"avanafil","DB06237","Erectile dysfunction","C0242350",NA,"Approved",NA,NA
"sennosides","DB11365","Constipation","C0009806",NA,"Approved",NA,NA
"lasofoxifene","DB06202","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"hydroxocobalamin","DB00200","Vitamin B 12 Deficiency","C0042847",NA,"Approved",NA,NA
"hydroxocobalamin","DB00200","Toxic effect of cyanide","C0238080",NA,"Approved",NA,NA
"hydroxocobalamin","DB00200","Anemia, Pernicious","C0002892",NA,"Approved",NA,NA
"levobunolol","DB01210","Ocular Hypertension","C0028840",NA,"Approved",NA,NA
"levobunolol","DB01210","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"aceclidine","DB13262","Glaucoma, Open-Angle","C0017612",NA,"Approved",NA,NA
"afatinib","DB08916","Epidermal growth factor receptor positive non-small cell lung cancer","C1960925",NA,"Approved",NA,NA
"bupivacaine","DB00297","Skin irritation","C0152030",NA,"Approved",NA,NA
"bupivacaine","DB00297","Pruritus","C0033774",NA,"Approved",NA,NA
"azilsartan medoxomil","DB08822","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"alum","DB09087","Heartburn","C0018834",NA,"Approved",NA,NA
"alum","DB09087","Dyspepsia","C0013395",NA,"Approved",NA,NA
"alum","DB09087","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"alum","DB09087","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"laropiprant","DB11629","Dyslipidemias","C0242339",NA,"Approved",NA,NA
"pasireotide","DB06663","Adrenal Gland Hyperfunction","C0001622",NA,"Approved",NA,NA
"bupranolol","DB08808","Glaucoma","C0017601",NA,"Approved",NA,NA
"bupranolol","DB08808","Hypertensive disease","C0020538",NA,"Approved",NA,NA
"pixantrone","DB06193","Lymphoma, Non-Hodgkin","C0024305",NA,"Approved",NA,NA
"bazedoxifene","DB06401","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"bazedoxifene","DB06401","Hot flushes","C0600142",NA,"Approved",NA,NA
"amifampridine","DB11640","Lambert-Eaton Myasthenic Syndrome","C0022972",NA,"Approved",NA,NA
"ambrisentan","DB06403","Pulmonary arterial hypertension","C2973725",NA,"Approved",NA,NA
"angiotensinamide","DB13517","Hypotension","C0020649",NA,"Approved",NA,NA
"pyronaridine","DB12975","Malaria, Falciparum","C0024535",NA,"Approved",NA,NA
"pyronaridine","DB12975","Malaria, Vivax","C0024537",NA,"Approved",NA,NA
"buprenorphine","DB00921","Opiate Addiction","C0524662",NA,"Approved",NA,NA
"buprenorphine","DB00921","Chronic pain","C0150055",NA,"Approved",NA,NA
"buprenorphine","DB00921","Acute postoperative pain","C2215257",NA,"Approved",NA,NA
"buprenorphine","DB00921","Severe pain","C0278140",NA,"Approved",NA,NA
"alogliptin","DB06203","Diabetes Mellitus, Non-Insulin-Dependent","C0011860",NA,"Approved",NA,NA
"almasilate","DB13595","Gastroesophageal reflux disease","C0017168",NA,"Approved",NA,NA
"almasilate","DB13595","Peptic Ulcer","C0030920",NA,"Approved",NA,NA
"almasilate","DB13595","Dyspepsia","C0013395",NA,"Approved",NA,NA
"almasilate","DB13595","Heartburn","C0018834",NA,"Approved",NA,NA
"zinc gluconate","DB11248","Zinc deficiency","C0235950",NA,"Approved",NA,NA
"zinc gluconate","DB11248","Ascorbic Acid Deficiency","C0003969",NA,"Approved",NA,NA
"zinc chloride","DB14533","Zinc deficiency","C0235950",NA,"Approved",NA,NA
"benzathine benzylpenicillin","DB01053","Group A Streptococcal Infections","C0554628",NA,"Approved",NA,NA
"benzathine benzylpenicillin","DB01053","Erysipelas","C0014733",NA,"Approved",NA,NA
"benzathine benzylpenicillin","DB01053","Scarlet Fever","C0036285",NA,"Approved",NA,NA
"benzathine benzylpenicillin","DB01053","Streptococcal pneumonia","C0155862",NA,"Approved",NA,NA
"benzathine benzylpenicillin","DB01053","Streptococcal Infections","C0038395",NA,"Approved",NA,NA
"calcium gluconate","DB11126","Hypocalcemic tetany","C0151940",NA,"Approved",NA,NA
"calcium gluconate","DB11126","Hypocalcemia","C0020598",NA,"Approved",NA,NA
"calcium gluconate","DB11126","Osteoporosis","C0029456",NA,"Approved",NA,NA
"aurothioglucose","DB09121","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"aurothioglucose","DB09121","Juvenile arthritis","C3495559",NA,"Approved",NA,NA
"bupropion","DB01156","Nicotine Dependence","C0028043",NA,"Approved",NA,NA
"bupropion","DB01156","Depressive disorder","C0011581",NA,"Approved",NA,NA
"bupropion","DB01156","Major Depressive Disorder","C1269683",NA,"Approved",NA,NA
"bupropion","DB01156","Seasonal Affective Disorder","C0085159",NA,"Approved",NA,NA
"bupropion","DB01156","Obesity","C0028754",NA,"Approved",NA,NA
"ammonium chloride","DB06767","Coughing","C0010200",NA,"Approved",NA,NA
"ammonium chloride","DB06767","Nasal congestion (finding)","C0027424",NA,"Approved",NA,NA
"ammonium chloride","DB06767","Common Cold","C0009443",NA,"Approved",NA,NA
"ammonium chloride","DB06767","Rhinorrhea","C1260880",NA,"Approved",NA,NA
"bilastine","DB11591","Urticaria","C0042109",NA,"Approved",NA,NA
"bilastine","DB11591","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"anidulafungin","DB00362","Candidiasis of the esophagus","C0239295",NA,"Approved",NA,NA
"anidulafungin","DB00362","Candidemia","C0877445",NA,"Approved",NA,NA
"bosutinib","DB06616","Blast Phase","C0005699",NA,"Approved",NA,NA
"chenodiol","DB06777","Cholelithiasis","C0008350",NA,"Approved",NA,NA
"vernakalant","DB06217","Atrial Fibrillation","C0004238",NA,"Approved",NA,NA
"buspirone","DB00490","Generalized Anxiety Disorder","C0270549",NA,"Approved",NA,NA
"lorcaserin","DB04871","Obesity","C0028754",NA,"Approved",NA,NA
"desvenlafaxine","DB06700","Major Depressive Disorder","C1269683",NA,"Approved",NA,NA
"dapoxetine","DB04884","Premature Ejaculation","C0033038",NA,"Approved",NA,NA
"mirabegron","DB08893","Bladder muscle dysfunction - overactive","C0403643",NA,"Approved",NA,NA
"calcium lactate","DB13231","Cardiac Arrest","C0018790",NA,"Approved",NA,NA
"calcium lactate","DB13231","Hypermagnesemia","C0151714",NA,"Approved",NA,NA
"calcium lactate","DB13231","Hypocalcemia","C0020598",NA,"Approved",NA,NA
"calcium lactate","DB13231","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"calcium lactate","DB13231","Hyperkalemia","C0020461",NA,"Approved",NA,NA
"calcium lactate","DB13231","Hypocalcemic tetany","C0151940",NA,"Approved",NA,NA
"calcium lactate","DB13231","Disorder of electrolytes","C1704431",NA,"Approved",NA,NA
"calcium lactate","DB13231","Osteoporosis","C0029456",NA,"Approved",NA,NA
"levofolinic acid","DB11596","Anemia, Megaloblastic","C0002888",NA,"Approved",NA,NA
"levofolinic acid","DB11596","Folic Acid Deficiency","C0016412",NA,"Approved",NA,NA
"secbutabarbital","DB00237","Severe anxiety (panic)","C0231403",NA,"Approved",NA,NA
"secbutabarbital","DB00237","Dysuria","C0013428",NA,"Approved",NA,NA
"secbutabarbital","DB00237","Sleeplessness","C0917801",NA,"Approved",NA,NA
"cisplatin","DB00515","Malignant neoplasm of ovary","C1140680",NA,"Approved",NA,NA
"clevudine","DB06683","Hepatitis B, Chronic","C0524909",NA,"Approved",NA,NA
"clopenthixol","DB13841","Psychotic Disorders","C0033975",NA,"Approved",NA,NA
"tegafur","DB09256","Malignant neoplasm of stomach","C0024623",NA,"Approved",NA,NA
"tegafur","DB00544","Malignant neoplasm of stomach","C0024623",NA,"Approved",NA,NA
"eltrombopag","DB06210","Chronic idiopathic thrombocytopenic purpura","C0272293",NA,"Approved",NA,NA
"colesevelam","DB00930","Hypercholesterolemia","C0020443",NA,"Approved",NA,NA
"butalbital","DB00241","Tension Headache","C0033893",NA,"Approved",NA,NA
"plerixafor","DB06809","Multiple Myeloma","C0026764",NA,"Approved",NA,NA
"dexchlorpheniramine","DB09555","Dermatographic urticaria","C0343065",NA,"Approved",NA,NA
"dexchlorpheniramine","DB09555","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"dexchlorpheniramine","DB09555","Urticaria","C0042109",NA,"Approved",NA,NA
"dexchlorpheniramine","DB09555","Pruritus","C0033774",NA,"Approved",NA,NA
"dexchlorpheniramine","DB09555","Hay fever","C0018621",NA,"Approved",NA,NA
"dexchlorpheniramine","DB09555","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"dexchlorpheniramine","DB09555","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"dexchlorpheniramine","DB13679","Dermatographic urticaria","C0343065",NA,"Approved",NA,NA
"dexchlorpheniramine","DB13679","Allergic Conjunctivitis","C0009766",NA,"Approved",NA,NA
"dexchlorpheniramine","DB13679","Urticaria","C0042109",NA,"Approved",NA,NA
"dexchlorpheniramine","DB13679","Pruritus","C0033774",NA,"Approved",NA,NA
"dexchlorpheniramine","DB13679","Hay fever","C0018621",NA,"Approved",NA,NA
"dexchlorpheniramine","DB13679","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"dexchlorpheniramine","DB13679","Rhinitis, Vasomotor","C0035460",NA,"Approved",NA,NA
"diamorphine","DB01452","Severe pain","C0278140",NA,"Approved",NA,NA
"diamorphine","DB00295","Severe pain","C0278140",NA,"Approved",NA,NA
"dibromotyrosine","DB07637","Hyperthyroidism","C0020550",NA,"Approved",NA,NA
"candicidin","DB01152","Candidiasis of vagina","C0006852",NA,"Approved",NA,NA
"colistin","DB00803","Escherichia coli Infections","C0014836",NA,"Approved",NA,NA
"colistin","DB00803","Otitis Externa","C0029878",NA,"Approved",NA,NA
"calcium glucoheptonate","DB00326","Hypermagnesemia","C0151714",NA,"Approved",NA,NA
"calcium glucoheptonate","DB00326","Hyperkalemia","C0020461",NA,"Approved",NA,NA
"calcium glucoheptonate","DB00326","Hypocalcemia","C0020598",NA,"Approved",NA,NA
"calcium glucoheptonate","DB00326","Disorder of electrolytes","C1704431",NA,"Approved",NA,NA
"calcium glucoheptonate","DB00326","Hypocalcemic tetany","C0151940",NA,"Approved",NA,NA
"calcium glucoheptonate","DB00326","Cardiac Arrest","C0018790",NA,"Approved",NA,NA
"calcium glycerylphosphate","DB11264","Hypermagnesemia","C0151714",NA,"Approved",NA,NA
"calcium glycerylphosphate","DB11264","Hypocalcemia","C0020598",NA,"Approved",NA,NA
"calcium glycerylphosphate","DB11264","Cardiac Arrest","C0018790",NA,"Approved",NA,NA
"calcium glycerylphosphate","DB11264","Hypocalcemic tetany","C0151940",NA,"Approved",NA,NA
"calcium glycerylphosphate","DB11264","Hyperkalemia","C0020461",NA,"Approved",NA,NA
"calcium glycerylphosphate","DB11264","Disorder of electrolytes","C1704431",NA,"Approved",NA,NA
"aluminium chloride","DB11081","Hyperhidrosis disorder","C0020458",NA,"Approved",NA,NA
"butenafine","DB01091","Tinea corporis (disorder)","C0040252",NA,"Approved",NA,NA
"butenafine","DB01091","Tinea Versicolor","C0040262",NA,"Approved",NA,NA
"butenafine","DB01091","Tinea Pedis","C0040259",NA,"Approved",NA,NA
"butenafine","DB01091","Tinea cruris","C1384589",NA,"Approved",NA,NA
"calcium phosphate","DB11348","Hypocalcemia","C0020598",NA,"Approved",NA,NA
"calcium phosphate","DB11348","Osteoporosis","C0029456",NA,"Approved",NA,NA
"calcium phosphate","DB11348","Breastfeeding (mother)","C1623040",NA,"Approved",NA,NA
"calcium phosphate","DB11348","Osteoporosis, Postmenopausal","C0029458",NA,"Approved",NA,NA
"ferric oxide","DB11576","Iron deficiency anemia","C0162316",NA,"Approved",NA,NA
"ferric oxide","DB11576","Anemia of prematurity","C0158996",NA,"Approved",NA,NA
"ferric oxide","DB11576","Burn injury","C0006434",NA,"Approved",NA,NA
"ferric oxide","DB11576","Arthropod bite wound","C1444173",NA,"Approved",NA,NA
"ferric oxide","DB11576","Injury wounds","C0043250",NA,"Approved",NA,NA
"ferric oxide","DB11576","Exanthema","C0015230",NA,"Approved",NA,NA
"ferric oxide","DB11576","Pruritus","C0033774",NA,"Approved",NA,NA
"ferric oxide","DB11576","Proctitis","C0033246",NA,"Approved",NA,NA
"ferric oxide","DB11576","Rectal pain","C0034886",NA,"Approved",NA,NA
"ferric oxide","DB11576","Hemorrhoids","C0019112",NA,"Approved",NA,NA
"carbamide peroxide","DB11129","Impacted cerumen","C0021092",NA,"Approved",NA,NA
"prednisolone sodium phosphate","DB00860","Uveitis","C0042164",NA,"Approved",NA,NA
"prednisolone sodium phosphate","DB00860","Infective blepharitis","C0729587",NA,"Approved",NA,NA
"prednisolone sodium phosphate","DB00860","Blepharoconjunctivitis","C0005743",NA,"Approved",NA,NA
"prednisolone sodium phosphate","DB00860","Bacterial conjunctivitis","C0009768",NA,"Approved",NA,NA
"prednisolone sodium phosphate","DB00860","Iridocyclitis","C0022073",NA,"Approved",NA,NA
"clobetasol propionate","DB01013","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"clobetasol propionate","DB01013","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"clobetasol propionate","DB01013","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"clobetasol propionate","DB01013","Inflammatory dermatosis","C3875321",NA,"Approved",NA,NA
"clobetasol propionate","DB01013","Scalp Dermatoses","C0036271",NA,"Approved",NA,NA
"clobetasol propionate","DB01013","Nummular eczema","C0085656",NA,"Approved",NA,NA
"clobetasol propionate","DB01013","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"clobetasol propionate","DB01013","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"clobetasol propionate","DB11750","Seborrheic dermatitis","C0036508",NA,"Approved",NA,NA
"clobetasol propionate","DB11750","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"clobetasol propionate","DB11750","Scalp psoriasis","C0406326",NA,"Approved",NA,NA
"clobetasol propionate","DB11750","Inflammatory dermatosis","C3875321",NA,"Approved",NA,NA
"clobetasol propionate","DB11750","Scalp Dermatoses","C0036271",NA,"Approved",NA,NA
"clobetasol propionate","DB11750","Nummular eczema","C0085656",NA,"Approved",NA,NA
"clobetasol propionate","DB11750","Chronic small plaque psoriasis","C0406317",NA,"Approved",NA,NA
"clobetasol propionate","DB11750","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"testosterone cypionate","DB13943","Deficiency of testosterone biosynthesis","C0342527",NA,"Approved",NA,NA
"testosterone cypionate","DB13943","Klinefelter Syndrome","C0022735",NA,"Approved",NA,NA
"testosterone cypionate","DB13943","Cryptorchidism","C0010417",NA,"Approved",NA,NA
"testosterone cypionate","DB13943","Delayed Puberty","C0034012",NA,"Approved",NA,NA
"testosterone cypionate","DB13943","Testicular hypogonadism","C0151721",NA,"Approved",NA,NA
"testosterone cypionate","DB13943","Hot flushes","C0600142",NA,"Approved",NA,NA
"testosterone cypionate","DB13943","Hormone receptor positive malignant neoplasm of breast","C1562029",NA,"Approved",NA,NA
"testosterone cypionate","DB00624","Deficiency of testosterone biosynthesis","C0342527",NA,"Approved",NA,NA
"testosterone cypionate","DB00624","Klinefelter Syndrome","C0022735",NA,"Approved",NA,NA
"testosterone cypionate","DB00624","Cryptorchidism","C0010417",NA,"Approved",NA,NA
"testosterone cypionate","DB00624","Delayed Puberty","C0034012",NA,"Approved",NA,NA
"testosterone cypionate","DB00624","Testicular hypogonadism","C0151721",NA,"Approved",NA,NA
"testosterone cypionate","DB00624","Hot flushes","C0600142",NA,"Approved",NA,NA
"testosterone cypionate","DB00624","Hormone receptor positive malignant neoplasm of breast","C1562029",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Humoral hypercalcemia of malignancy (disorder)","C0149911",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Arthritis, Psoriatic","C0003872",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Psoriasis","C0033860",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Acquired thrombocytopenia","C0154301",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Synovitis","C0039103",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Lymphoma, Non-Hodgkin","C0024305",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Aspiration pneumonitis","C1761609",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Exanthema","C0015230",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Thyroiditis","C0040147",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Exfoliative dermatitis","C0011606",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Arthritis, Gouty","C0003868",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Dermatitis Herpetiformis","C0011608",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Serum Sickness","C0036830",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Cerebral Edema","C0006114",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Autoimmune Diseases","C0004364",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Tendinitis","C0039503",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Angioedema","C0002994",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Mycosis Fungoides","C0026948",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Transplanted organ rejection","C0345468",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Autoimmune hemolytic anemia","C0002880",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Addison Disease","C0001403",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Asthma","C0004096",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Disorder of eye","C0015397",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Adrenal cortical hypofunction","C0405580",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Nephrotic Syndrome","C0027726",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Inflammatory Bowel Diseases","C0021390",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Laryngeal Edema","C0023052",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Berylliosis","C0005138",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Lupus Erythematosus, Systemic","C0024141",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Musculoskeletal Diseases","C0026857",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Anemia, Diamond-Blackfan","C1260899",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Hodgkin Disease","C0019829",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Tenosynovitis","C0039520",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Adrenogenital disorder","C0701163",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Addisonian crisis","C0151467",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Erythema Multiforme","C0014742",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Rheumatic Heart Disease","C0035439",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Simple Pulmonary Eosinophilia","C0242459",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Sarcoidosis","C0036202",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Dermatitis, Atopic","C0011615",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Ankylosing spondylitis","C0038013",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Trichinellosis","C0040896",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Post traumatic osteoarthritis","C2894027",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Multiple Sclerosis","C0026769",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Bursitis","C0006444",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Crohn Disease","C0010346",NA,"Approved",NA,NA
"hydrocortisone succinate","DB14545","Pemphigus","C0030807",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Humoral hypercalcemia of malignancy (disorder)","C0149911",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Arthritis, Psoriatic","C0003872",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Psoriasis","C0033860",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Acquired thrombocytopenia","C0154301",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Synovitis","C0039103",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Lymphoma, Non-Hodgkin","C0024305",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Aspiration pneumonitis","C1761609",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Rheumatoid Arthritis","C0003873",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Exanthema","C0015230",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Thyroiditis","C0040147",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Exfoliative dermatitis","C0011606",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Arthritis, Gouty","C0003868",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Dermatitis Herpetiformis","C0011608",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Serum Sickness","C0036830",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Cerebral Edema","C0006114",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Autoimmune Diseases","C0004364",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Tendinitis","C0039503",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Angioedema","C0002994",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Mycosis Fungoides","C0026948",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Transplanted organ rejection","C0345468",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Autoimmune hemolytic anemia","C0002880",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Addison Disease","C0001403",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Acute lymphocytic leukemia","C0023449",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Asthma","C0004096",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Disorder of eye","C0015397",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Adrenal cortical hypofunction","C0405580",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Nephrotic Syndrome","C0027726",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Inflammatory Bowel Diseases","C0021390",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Laryngeal Edema","C0023052",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Berylliosis","C0005138",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Lupus Erythematosus, Systemic","C0024141",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Musculoskeletal Diseases","C0026857",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Anemia, Diamond-Blackfan","C1260899",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Hodgkin Disease","C0019829",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Tenosynovitis","C0039520",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Adrenogenital disorder","C0701163",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Allergic rhinitis (disorder)","C2607914",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Contact Dermatitis","C0011616",NA,"Approved",NA,NA
"hydrocortisone succinate","DB00741","Addisonian crisis","C0151467",NA,"Approved",NA,NA
